lsoa21cd,lsoa21nm,wd22cd,wd22nm,lad22cd,lad22nm
E01005121,Manchester 041B,E05011354,Burnage,E08000003,Manchester
E01005451,Oldham 019D,E05000737,Waterhead,E08000004,Oldham
E01005452,Oldham 007C,E05000734,St James',E08000004,Oldham
E01005453,Oldham 007D,E05000734,St James',E08000004,Oldham
E01005454,Oldham 012C,E05000737,Waterhead,E08000004,Oldham
E01005455,Oldham 012D,E05000737,Waterhead,E08000004,Oldham
E01005456,Oldham 012E,E05000737,Waterhead,E08000004,Oldham
E01005459,Oldham 024D,E05000738,Werneth,E08000004,Oldham
E01005460,Oldham 036C,E05000738,Werneth,E08000004,Oldham
E01005461,Oldham 037A,E05000738,Werneth,E08000004,Oldham
E01005462,Oldham 037C,E05000738,Werneth,E08000004,Oldham
E01005463,Oldham 036D,E05000738,Werneth,E08000004,Oldham
E01005464,Rochdale 016A,E05014033,Balderstone & Kirkholt,E08000005,Rochdale
E01005465,Rochdale 016B,E05014033,Balderstone & Kirkholt,E08000005,Rochdale
E01005466,Rochdale 016C,E05014033,Balderstone & Kirkholt,E08000005,Rochdale
E01005467,Rochdale 016D,E05014033,Balderstone & Kirkholt,E08000005,Rochdale
E01005468,Rochdale 016E,E05014033,Balderstone & Kirkholt,E08000005,Rochdale
E01005469,Rochdale 012A,E05014040,Kingsway,E08000005,Rochdale
E01005470,Rochdale 015A,E05014042,Milkstone & Deeplish,E08000005,Rochdale
E01005471,Rochdale 015B,E05014042,Milkstone & Deeplish,E08000005,Rochdale
E01005472,Rochdale 010A,E05014034,Bamford,E08000005,Rochdale
E01005473,Rochdale 010B,E05014042,Milkstone & Deeplish,E08000005,Rochdale
E01005474,Rochdale 011A,E05014034,Bamford,E08000005,Rochdale
E01005475,Rochdale 015C,E05014042,Milkstone & Deeplish,E08000005,Rochdale
E01005476,Rochdale 017A,E05014035,Castleton,E08000005,Rochdale
E01005477,Rochdale 017B,E05014035,Castleton,E08000005,Rochdale
E01005478,Rochdale 017C,E05014035,Castleton,E08000005,Rochdale
E01005479,Rochdale 017D,E05014035,Castleton,E08000005,Rochdale
E01005480,Rochdale 017E,E05014035,Castleton,E08000005,Rochdale
E01005481,Rochdale 017F,E05014035,Castleton,E08000005,Rochdale
E01005482,Rochdale 010C,E05014036,Central Rochdale,E08000005,Rochdale
E01005483,Rochdale 010D,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005484,Rochdale 010E,E05014042,Milkstone & Deeplish,E08000005,Rochdale
E01005485,Rochdale 015D,E05014042,Milkstone & Deeplish,E08000005,Rochdale
E01005486,Rochdale 010F,E05014036,Central Rochdale,E08000005,Rochdale
E01005487,Rochdale 010G,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005488,Rochdale 006A,E05014044,Norden,E08000005,Rochdale
E01005489,Rochdale 005A,E05014038,Healey,E08000005,Rochdale
E01005490,Rochdale 005B,E05014038,Healey,E08000005,Rochdale
E01005491,Rochdale 005C,E05014038,Healey,E08000005,Rochdale
E01005492,Rochdale 006B,E05014038,Healey,E08000005,Rochdale
E01005493,Rochdale 005D,E05014038,Healey,E08000005,Rochdale
E01005494,Rochdale 005E,E05014038,Healey,E08000005,Rochdale
E01005495,Rochdale 005F,E05014038,Healey,E08000005,Rochdale
E01005496,Rochdale 009A,E05014049,Spotland & Falinge,E08000005,Rochdale
E01005497,Rochdale 018A,E05014045,North Heywood,E08000005,Rochdale
E01005498,Rochdale 020A,E05014045,North Heywood,E08000005,Rochdale
E01005499,Rochdale 006C,E05014045,North Heywood,E08000005,Rochdale
E01005180,Manchester 030C,E05011364,Fallowfield,E08000003,Manchester
E01005393,Oldham 008C,E05000729,Royton North,E08000004,Oldham
E01005341,Oldham 028B,E05000722,Chadderton South,E08000004,Oldham
E01005181,Manchester 030D,E05011379,Whalley Range,E08000003,Manchester
E01005182,Manchester 030E,E05011364,Fallowfield,E08000003,Manchester
E01005183,Manchester 030F,E05011364,Fallowfield,E08000003,Manchester
E01005184,Manchester 032A,E05011364,Fallowfield,E08000003,Manchester
E01005185,Manchester 032B,E05011364,Fallowfield,E08000003,Manchester
E01005186,Manchester 020B,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005187,Manchester 021A,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005188,Manchester 021B,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005189,Manchester 017D,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005190,Manchester 017E,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005191,Manchester 021C,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005192,Manchester 021D,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005193,Manchester 021E,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005195,Manchester 023A,E05011370,Longsight,E08000003,Manchester
E01005197,Manchester 023C,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005198,Manchester 023D,E05011370,Longsight,E08000003,Manchester
E01005199,Manchester 064C,E05011369,Levenshulme,E08000003,Manchester
E01005200,Manchester 064A,E05011369,Levenshulme,E08000003,Manchester
E01005201,Manchester 023E,E05011365,Gorton & Abbey Hey,E08000003,Manchester
E01005202,Manchester 009A,E05011366,Harpurhey,E08000003,Manchester
E01005203,Manchester 009B,E05011366,Harpurhey,E08000003,Manchester
E01005205,Manchester 006B,E05011366,Harpurhey,E08000003,Manchester
E01005206,Manchester 006C,E05011366,Harpurhey,E08000003,Manchester
E01005207,Manchester 006D,E05011366,Harpurhey,E08000003,Manchester
E01005208,Manchester 019A,E05011368,Hulme,E08000003,Manchester
E01005210,Manchester 019C,E05011368,Hulme,E08000003,Manchester
E01005212,Manchester 057A,E05011368,Hulme,E08000003,Manchester
E01005213,Manchester 059A,E05011368,Hulme,E08000003,Manchester
E01005214,Manchester 019D,E05011368,Hulme,E08000003,Manchester
E01005215,Manchester 034C,E05011369,Levenshulme,E08000003,Manchester
E01005216,Manchester 034D,E05011369,Levenshulme,E08000003,Manchester
E01005217,Manchester 034E,E05011354,Burnage,E08000003,Manchester
E01005218,Manchester 034F,E05011354,Burnage,E08000003,Manchester
E01005219,Manchester 031A,E05011369,Levenshulme,E08000003,Manchester
E01005220,Manchester 031B,E05011369,Levenshulme,E08000003,Manchester
E01005221,Manchester 031C,E05011369,Levenshulme,E08000003,Manchester
E01005222,Manchester 031D,E05011369,Levenshulme,E08000003,Manchester
E01005223,Manchester 007A,E05011373,Moston,E08000003,Manchester
E01005224,Manchester 007B,E05011373,Moston,E08000003,Manchester
E01005225,Manchester 007C,E05011373,Moston,E08000003,Manchester
E01005226,Manchester 007D,E05011373,Moston,E08000003,Manchester
E01005227,Manchester 009D,E05011366,Harpurhey,E08000003,Manchester
E01005228,Manchester 009E,E05011373,Moston,E08000003,Manchester
E01005229,Manchester 007E,E05011373,Moston,E08000003,Manchester
E01005230,Manchester 022B,E05011377,Rusholme,E08000003,Manchester
E01005231,Manchester 022C,E05011377,Rusholme,E08000003,Manchester
E01005232,Manchester 020C,E05011370,Longsight,E08000003,Manchester
E01005233,Manchester 063B,E05011370,Longsight,E08000003,Manchester
E01005236,Manchester 022D,E05011377,Rusholme,E08000003,Manchester
E01005122,Manchester 041C,E05011354,Burnage,E08000003,Manchester
E01005394,Oldham 004B,E05000729,Royton North,E08000004,Oldham
E01005123,Manchester 041D,E05011354,Burnage,E08000003,Manchester
E01005395,Oldham 004C,E05000729,Royton North,E08000004,Oldham
E01005124,Manchester 041E,E05011354,Burnage,E08000003,Manchester
E01005396,Oldham 004D,E05000729,Royton North,E08000004,Oldham
E01005125,Manchester 040A,E05011354,Burnage,E08000003,Manchester
E01005397,Oldham 009A,E05000730,Royton South,E08000004,Oldham
E01005126,Manchester 045A,E05011362,Didsbury East,E08000003,Manchester
E01005398,Oldham 009B,E05000730,Royton South,E08000004,Oldham
E01005128,Manchester 055A,E05011361,Deansgate,E08000003,Manchester
E01005399,Oldham 005C,E05000730,Royton South,E08000004,Oldham
E01005129,Manchester 061A,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005400,Oldham 009C,E05000730,Royton South,E08000004,Oldham
E01005130,Manchester 054A,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005401,Oldham 008D,E05000730,Royton South,E08000004,Oldham
E01005132,Manchester 061B,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005402,Oldham 009D,E05000730,Royton South,E08000004,Oldham
E01005135,Manchester 002B,E05011355,Charlestown,E08000003,Manchester
E01005403,Oldham 005D,E05000730,Royton South,E08000004,Oldham
E01005136,Manchester 002C,E05011367,Higher Blackley,E08000003,Manchester
E01005406,Oldham 021A,E05000732,Saddleworth South,E08000004,Oldham
E01005138,Manchester 002D,E05011355,Charlestown,E08000003,Manchester
E01005407,Oldham 013A,E05000732,Saddleworth South,E08000004,Oldham
E01005139,Manchester 003B,E05011355,Charlestown,E08000003,Manchester
E01005408,Oldham 020C,E05000732,Saddleworth South,E08000004,Oldham
E01005141,Manchester 003C,E05011355,Charlestown,E08000003,Manchester
E01005409,Oldham 020D,E05000732,Saddleworth South,E08000004,Oldham
E01005142,Manchester 058A,E05011356,Cheetham,E08000003,Manchester
E01005410,Oldham 006A,E05000731,Saddleworth North,E08000004,Oldham
E01005143,Manchester 056A,E05011356,Cheetham,E08000003,Manchester
E01005411,Oldham 006B,E05000731,Saddleworth North,E08000004,Oldham
E01005145,Manchester 008A,E05011356,Cheetham,E08000003,Manchester
E01005412,Oldham 013B,E05000731,Saddleworth North,E08000004,Oldham
E01005147,Manchester 058B,E05011356,Cheetham,E08000003,Manchester
E01005342,Oldham 027A,E05000722,Chadderton South,E08000004,Oldham
E01005237,Manchester 022E,E05011370,Longsight,E08000003,Manchester
E01005413,Oldham 021B,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005149,Manchester 008C,E05011356,Cheetham,E08000003,Manchester
E01005343,Oldham 027B,E05000722,Chadderton South,E08000004,Oldham
E01005238,Manchester 063D,E05011370,Longsight,E08000003,Manchester
E01005414,Oldham 006C,E05000731,Saddleworth North,E08000004,Oldham
E01005150,Manchester 029A,E05011357,Chorlton,E08000003,Manchester
E01005344,Oldham 027C,E05000722,Chadderton South,E08000004,Oldham
E01005239,Manchester 020E,E05011351,Ardwick,E08000003,Manchester
E01005415,Oldham 006D,E05000731,Saddleworth North,E08000004,Oldham
E01005151,Manchester 029B,E05011357,Chorlton,E08000003,Manchester
E01005345,Oldham 028C,E05000722,Chadderton South,E08000004,Oldham
E01005243,Manchester 024B,E05011372,Moss Side,E08000003,Manchester
E01005416,Oldham 013C,E05000731,Saddleworth North,E08000004,Oldham
E01005152,Manchester 029C,E05011357,Chorlton,E08000003,Manchester
E01005153,Manchester 037B,E05011357,Chorlton,E08000003,Manchester
E01005154,Manchester 033A,E05011358,Chorlton Park,E08000003,Manchester
E01005155,Manchester 037C,E05011357,Chorlton,E08000003,Manchester
E01005156,Manchester 033B,E05011358,Chorlton Park,E08000003,Manchester
E01005157,Manchester 037D,E05011357,Chorlton,E08000003,Manchester
E01005158,Manchester 033C,E05011358,Chorlton Park,E08000003,Manchester
E01005159,Manchester 029D,E05011357,Chorlton,E08000003,Manchester
E01005160,Manchester 004B,E05011367,Higher Blackley,E08000003,Manchester
E01005161,Manchester 004C,E05011360,Crumpsall,E08000003,Manchester
E01005162,Manchester 004D,E05011360,Crumpsall,E08000003,Manchester
E01005163,Manchester 004E,E05011360,Crumpsall,E08000003,Manchester
E01005164,Manchester 006A,E05011360,Crumpsall,E08000003,Manchester
E01005165,Manchester 008D,E05011360,Crumpsall,E08000003,Manchester
E01005166,Manchester 008E,E05011360,Crumpsall,E08000003,Manchester
E01005167,Manchester 008F,E05011360,Crumpsall,E08000003,Manchester
E01005168,Manchester 045B,E05011362,Didsbury East,E08000003,Manchester
E01005169,Manchester 045C,E05011362,Didsbury East,E08000003,Manchester
E01005170,Manchester 045D,E05011362,Didsbury East,E08000003,Manchester
E01005171,Manchester 045E,E05011362,Didsbury East,E08000003,Manchester
E01005172,Manchester 043A,E05011363,Didsbury West,E08000003,Manchester
E01005173,Manchester 043B,E05011363,Didsbury West,E08000003,Manchester
E01005174,Manchester 043C,E05011362,Didsbury East,E08000003,Manchester
E01005175,Manchester 043D,E05011362,Didsbury East,E08000003,Manchester
E01005176,Manchester 043E,E05011362,Didsbury East,E08000003,Manchester
E01005177,Manchester 043F,E05011363,Didsbury West,E08000003,Manchester
E01005178,Manchester 030A,E05011364,Fallowfield,E08000003,Manchester
E01005417,Oldham 013D,E05000731,Saddleworth North,E08000004,Oldham
E01005244,Manchester 025C,E05011372,Moss Side,E08000003,Manchester
E01005418,Oldham 018D,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005419,Oldham 021C,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005245,Manchester 024C,E05011372,Moss Side,E08000003,Manchester
E01005420,Oldham 021D,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005346,Oldham 028D,E05000722,Chadderton South,E08000004,Oldham
E01005246,Manchester 024D,E05011372,Moss Side,E08000003,Manchester
E01005421,Oldham 011A,E05000734,St James',E08000004,Oldham
E01005347,Oldham 028E,E05000722,Chadderton South,E08000004,Oldham
E01005247,Manchester 005A,E05011373,Moston,E08000003,Manchester
E01005422,Oldham 011B,E05000734,St James',E08000004,Oldham
E01005348,Oldham 014A,E05000723,Coldhurst,E08000004,Oldham
E01005248,Manchester 005B,E05011373,Moston,E08000003,Manchester
E01005427,Oldham 022C,E05000735,St Mary's,E08000004,Oldham
E01005349,Oldham 016A,E05000723,Coldhurst,E08000004,Oldham
E01005249,Manchester 005C,E05011373,Moston,E08000003,Manchester
E01005428,Oldham 019A,E05000737,Waterhead,E08000004,Oldham
E01005350,Oldham 014B,E05000723,Coldhurst,E08000004,Oldham
E01005250,Manchester 005D,E05011355,Charlestown,E08000003,Manchester
E01005429,Oldham 022D,E05000735,St Mary's,E08000004,Oldham
E01005430,Oldham 022E,E05000735,St Mary's,E08000004,Oldham
E01005431,Oldham 019B,E05000735,St Mary's,E08000004,Oldham
E01005432,Oldham 014C,E05000735,St Mary's,E08000004,Oldham
E01005433,Oldham 014D,E05000735,St Mary's,E08000004,Oldham
E01005434,Oldham 024B,E05000719,Alexandra,E08000004,Oldham
E01005435,Oldham 037B,E05000728,Medlock Vale,E08000004,Oldham
E01005436,Oldham 037D,E05000728,Medlock Vale,E08000004,Oldham
E01005437,Oldham 024C,E05000728,Medlock Vale,E08000004,Oldham
E01005438,Oldham 029E,E05000728,Medlock Vale,E08000004,Oldham
E01005439,Oldham 030E,E05000727,Hollinwood,E08000004,Oldham
E01005440,Oldham 033D,E05000728,Medlock Vale,E08000004,Oldham
E01005441,Oldham 002A,E05000736,Shaw,E08000004,Oldham
E01005442,Oldham 002B,E05000736,Shaw,E08000004,Oldham
E01005443,Oldham 003B,E05000736,Shaw,E08000004,Oldham
E01005444,Oldham 002C,E05000736,Shaw,E08000004,Oldham
E01005445,Oldham 002D,E05000736,Shaw,E08000004,Oldham
E01005446,Oldham 003C,E05000736,Shaw,E08000004,Oldham
E01005447,Oldham 003D,E05000736,Shaw,E08000004,Oldham
E01005251,Manchester 003D,E05011355,Charlestown,E08000003,Manchester
E01005252,Manchester 003E,E05011355,Charlestown,E08000003,Manchester
E01005253,Manchester 005E,E05011373,Moston,E08000003,Manchester
E01005254,Manchester 005F,E05011373,Moston,E08000003,Manchester
E01005255,Manchester 012D,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005256,Manchester 011A,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005257,Manchester 011B,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005258,Manchester 011C,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005259,Manchester 011D,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005260,Manchester 011E,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005261,Manchester 012E,E05011371,Miles Platting & Newton Heath,E08000003,Manchester
E01005262,Manchester 044B,E05011353,Brooklands,E08000003,Manchester
E01005263,Manchester 046A,E05011374,Northenden,E08000003,Manchester
E01005264,Manchester 044C,E05011374,Northenden,E08000003,Manchester
E01005265,Manchester 044D,E05011374,Northenden,E08000003,Manchester
E01005266,Manchester 044E,E05011353,Brooklands,E08000003,Manchester
E01005267,Manchester 046B,E05011374,Northenden,E08000003,Manchester
E01005351,Oldham 016B,E05000723,Coldhurst,E08000004,Oldham
E01005268,Manchester 046C,E05011374,Northenden,E08000003,Manchester
E01005352,Oldham 016C,E05000723,Coldhurst,E08000004,Oldham
E01005269,Manchester 046D,E05011374,Northenden,E08000003,Manchester
E01005353,Oldham 016D,E05000723,Coldhurst,E08000004,Oldham
E01005270,Manchester 035A,E05011375,Old Moat,E08000003,Manchester
E01005354,Oldham 016E,E05000723,Coldhurst,E08000004,Oldham
E01005271,Manchester 032C,E05011375,Old Moat,E08000003,Manchester
E01005355,Oldham 005A,E05000724,Crompton,E08000004,Oldham
E01005272,Manchester 035B,E05011375,Old Moat,E08000003,Manchester
E01005356,Oldham 005B,E05000724,Crompton,E08000004,Oldham
E01005273,Manchester 035C,E05011375,Old Moat,E08000003,Manchester
E01005357,Oldham 001A,E05000724,Crompton,E08000004,Oldham
E01005358,Oldham 001B,E05000724,Crompton,E08000004,Oldham
E01005359,Oldham 001C,E05000724,Crompton,E08000004,Oldham
E01005360,Oldham 001D,E05000724,Crompton,E08000004,Oldham
E01005361,Oldham 003A,E05000724,Crompton,E08000004,Oldham
E01005362,Oldham 031A,E05000725,Failsworth East,E08000004,Oldham
E01005363,Oldham 032A,E05000725,Failsworth East,E08000004,Oldham
E01005364,Oldham 031B,E05000725,Failsworth East,E08000004,Oldham
E01005365,Oldham 033A,E05000725,Failsworth East,E08000004,Oldham
E01005366,Oldham 033B,E05000725,Failsworth East,E08000004,Oldham
E01005367,Oldham 033C,E05000726,Failsworth West,E08000004,Oldham
E01005368,Oldham 031C,E05000725,Failsworth East,E08000004,Oldham
E01005369,Oldham 032B,E05000726,Failsworth West,E08000004,Oldham
E01005370,Oldham 032C,E05000726,Failsworth West,E08000004,Oldham
E01005371,Oldham 032D,E05000726,Failsworth West,E08000004,Oldham
E01005372,Oldham 034A,E05000726,Failsworth West,E08000004,Oldham
E01005373,Oldham 034B,E05000726,Failsworth West,E08000004,Oldham
E01005374,Oldham 034C,E05000726,Failsworth West,E08000004,Oldham
E01005375,Oldham 034D,E05000726,Failsworth West,E08000004,Oldham
E01005376,Oldham 031D,E05000727,Hollinwood,E08000004,Oldham
E01005377,Oldham 030A,E05000727,Hollinwood,E08000004,Oldham
E01005378,Oldham 031E,E05000727,Hollinwood,E08000004,Oldham
E01005379,Oldham 030B,E05000727,Hollinwood,E08000004,Oldham
E01005380,Oldham 030C,E05000727,Hollinwood,E08000004,Oldham
E01005381,Oldham 027D,E05000727,Hollinwood,E08000004,Oldham
E01005382,Oldham 030D,E05000727,Hollinwood,E08000004,Oldham
E01005383,Oldham 026A,E05000719,Alexandra,E08000004,Oldham
E01005386,Oldham 026D,E05000719,Alexandra,E08000004,Oldham
E01005387,Oldham 018A,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005388,Oldham 018B,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005389,Oldham 018C,E05000733,Saddleworth West and Lees,E08000004,Oldham
E01005390,Oldham 004A,E05000729,Royton North,E08000004,Oldham
E01005391,Oldham 008A,E05000729,Royton North,E08000004,Oldham
E01005274,Manchester 038A,E05011375,Old Moat,E08000003,Manchester
E01005275,Manchester 038B,E05011375,Old Moat,E08000003,Manchester
E01005276,Manchester 038C,E05011375,Old Moat,E08000003,Manchester
E01005277,Manchester 038D,E05011363,Didsbury West,E08000003,Manchester
E01005278,Manchester 035D,E05011375,Old Moat,E08000003,Manchester
E01005279,Manchester 035E,E05011375,Old Moat,E08000003,Manchester
E01005280,Manchester 026A,E05011377,Rusholme,E08000003,Manchester
E01005281,Manchester 026B,E05011377,Rusholme,E08000003,Manchester
E01005284,Manchester 026C,E05011377,Rusholme,E08000003,Manchester
E01005285,Manchester 025D,E05011372,Moss Side,E08000003,Manchester
E01005286,Manchester 026D,E05011377,Rusholme,E08000003,Manchester
E01005287,Manchester 026E,E05011377,Rusholme,E08000003,Manchester
E01005288,Manchester 025E,E05011372,Moss Side,E08000003,Manchester
E01005500,Rochdale 020B,E05014045,North Heywood,E08000005,Rochdale
E01005501,Rochdale 018B,E05014045,North Heywood,E08000005,Rochdale
E01005502,Rochdale 018C,E05014045,North Heywood,E08000005,Rochdale
E01005602,Salford 026D,E05013018,Barton & Winton,E08000006,Salford
E01005503,Rochdale 020C,E05014039,Hopwood Hall,E08000005,Rochdale
E01005504,Rochdale 018D,E05014045,North Heywood,E08000005,Rochdale
E01005505,Rochdale 018E,E05014051,West Heywood,E08000005,Rochdale
E01005506,Rochdale 020D,E05014039,Hopwood Hall,E08000005,Rochdale
E01005507,Rochdale 020E,E05014039,Hopwood Hall,E08000005,Rochdale
E01005508,Rochdale 020F,E05014039,Hopwood Hall,E08000005,Rochdale
E01005509,Rochdale 018F,E05014045,North Heywood,E08000005,Rochdale
E01005510,Rochdale 019A,E05014051,West Heywood,E08000005,Rochdale
E01005511,Rochdale 019B,E05014051,West Heywood,E08000005,Rochdale
E01005512,Rochdale 019C,E05014051,West Heywood,E08000005,Rochdale
E01005513,Rochdale 019D,E05014051,West Heywood,E08000005,Rochdale
E01005514,Rochdale 019E,E05014051,West Heywood,E08000005,Rochdale
E01005515,Rochdale 019F,E05014051,West Heywood,E08000005,Rochdale
E01005516,Rochdale 003A,E05014041,Littleborough Lakeside,E08000005,Rochdale
E01005517,Rochdale 003B,E05014041,Littleborough Lakeside,E08000005,Rochdale
E01005518,Rochdale 001A,E05014041,Littleborough Lakeside,E08000005,Rochdale
E01005519,Rochdale 002A,E05014050,"Wardle, Shore & West Littleborough",E08000005,Rochdale
E01005520,Rochdale 001B,E05014041,Littleborough Lakeside,E08000005,Rochdale
E01005521,Rochdale 003C,E05014041,Littleborough Lakeside,E08000005,Rochdale
E01005522,Rochdale 001C,E05014041,Littleborough Lakeside,E08000005,Rochdale
E01005523,Rochdale 001D,E05014050,"Wardle, Shore & West Littleborough",E08000005,Rochdale
E01005524,Rochdale 021A,E05014046,North Middleton,E08000005,Rochdale
E01005525,Rochdale 021B,E05014039,Hopwood Hall,E08000005,Rochdale
E01005526,Rochdale 021C,E05014039,Hopwood Hall,E08000005,Rochdale
E01005527,Rochdale 022A,E05014052,West Middleton,E08000005,Rochdale
E01005528,Rochdale 021D,E05014039,Hopwood Hall,E08000005,Rochdale
E01005529,Rochdale 022B,E05014046,North Middleton,E08000005,Rochdale
E01005530,Rochdale 025A,E05014037,East Middleton,E08000005,Rochdale
E01005531,Rochdale 025B,E05014037,East Middleton,E08000005,Rochdale
E01005532,Rochdale 025C,E05014037,East Middleton,E08000005,Rochdale
E01005533,Rochdale 024A,E05014037,East Middleton,E08000005,Rochdale
E01005534,Rochdale 023A,E05014037,East Middleton,E08000005,Rochdale
E01005535,Rochdale 023B,E05014037,East Middleton,E08000005,Rochdale
E01005536,Rochdale 021E,E05014046,North Middleton,E08000005,Rochdale
E01005537,Rochdale 023C,E05014046,North Middleton,E08000005,Rochdale
E01005538,Rochdale 023D,E05014046,North Middleton,E08000005,Rochdale
E01005539,Rochdale 024B,E05014046,North Middleton,E08000005,Rochdale
E01005540,Rochdale 023E,E05014037,East Middleton,E08000005,Rochdale
E01005541,Rochdale 023F,E05014046,North Middleton,E08000005,Rochdale
E01005542,Rochdale 023G,E05014037,East Middleton,E08000005,Rochdale
E01005543,Rochdale 021F,E05014046,North Middleton,E08000005,Rochdale
E01005544,Rochdale 025D,E05014048,South Middleton,E08000005,Rochdale
E01005545,Rochdale 025E,E05014048,South Middleton,E08000005,Rochdale
E01005546,Rochdale 024C,E05014048,South Middleton,E08000005,Rochdale
E01005547,Rochdale 024D,E05014048,South Middleton,E08000005,Rochdale
E01005548,Rochdale 024E,E05014048,South Middleton,E08000005,Rochdale
E01005549,Rochdale 025F,E05014048,South Middleton,E08000005,Rochdale
E01005767,Stockport 028A,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005867,Stockport 008C,E05000791,Heatons North,E08000007,Stockport
E01005715,Salford 007E,E05013035,Walkden South,E08000006,Salford
E01005868,Stockport 008D,E05000791,Heatons North,E08000007,Stockport
E01005869,Stockport 006D,E05000791,Heatons North,E08000007,Stockport
E01005870,Stockport 015A,E05000793,Manor,E08000007,Stockport
E01005871,Stockport 015B,E05000793,Manor,E08000007,Stockport
E01005872,Stockport 019B,E05000793,Manor,E08000007,Stockport
E01005873,Stockport 015C,E05000793,Manor,E08000007,Stockport
E01005874,Stockport 019C,E05000793,Manor,E08000007,Stockport
E01005875,Stockport 015D,E05000793,Manor,E08000007,Stockport
E01005876,Stockport 019D,E05000793,Manor,E08000007,Stockport
E01005877,Stockport 019E,E05000793,Manor,E08000007,Stockport
E01005878,Stockport 020A,E05000795,Marple South and High Lane,E08000007,Stockport
E01005879,Stockport 020B,E05000795,Marple South and High Lane,E08000007,Stockport
E01005880,Stockport 017A,E05000794,Marple North,E08000007,Stockport
E01005881,Stockport 017B,E05000794,Marple North,E08000007,Stockport
E01005882,Stockport 020C,E05000794,Marple North,E08000007,Stockport
E01005883,Stockport 017C,E05000794,Marple North,E08000007,Stockport
E01005884,Stockport 020D,E05000794,Marple North,E08000007,Stockport
E01005885,Stockport 020E,E05000794,Marple North,E08000007,Stockport
E01005886,Stockport 001A,E05000797,Reddish North,E08000007,Stockport
E01005887,Stockport 002A,E05000797,Reddish North,E08000007,Stockport
E01005888,Stockport 001B,E05000797,Reddish North,E08000007,Stockport
E01005817,Stockport 016C,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005889,Stockport 001C,E05000797,Reddish North,E08000007,Stockport
E01005890,Stockport 002B,E05000797,Reddish North,E08000007,Stockport
E01005818,Stockport 018B,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005891,Stockport 001D,E05000797,Reddish North,E08000007,Stockport
E01005716,Salford 013A,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005657,Salford 023C,E05013036,Weaste & Seedley,E08000006,Salford
E01005819,Stockport 018C,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005892,Stockport 003B,E05000798,Reddish South,E08000007,Stockport
E01005717,Salford 013B,E05013020,Boothstown & Ellenbrook,E08000006,Salford
E01005550,Rochdale 025G,E05014048,South Middleton,E08000005,Rochdale
E01005659,Salford 001A,E05013027,Little Hulton,E08000006,Salford
E01005768,Stockport 025A,E05000784,Cheadle and Gatley,E08000007,Stockport
E01005820,Stockport 018D,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005893,Stockport 002C,E05000797,Reddish North,E08000007,Stockport
E01005718,Salford 007F,E05013035,Walkden South,E08000006,Salford
E01005551,Rochdale 022C,E05014052,West Middleton,E08000005,Rochdale
E01005603,Salford 027A,E05013018,Barton & Winton,E08000006,Salford
E01005660,Salford 001B,E05013027,Little Hulton,E08000006,Salford
E01005604,Salford 027B,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005661,Salford 004A,E05013027,Little Hulton,E08000006,Salford
E01005605,Salford 027C,E05013025,Higher Irlam & Peel Green,E08000006,Salford
E01005662,Salford 004B,E05013027,Little Hulton,E08000006,Salford
E01005821,Stockport 018E,E05000788,Edgeley and Cheadle Heath,E08000007,Stockport
E01005719,Salford 021C,E05013036,Weaste & Seedley,E08000006,Salford
E01005552,Rochdale 022D,E05014052,West Middleton,E08000005,Rochdale
